symbol,SL32230,SL32246,SL6130,SL6669,SL7393,SL7403,SL7404,SL7625,SL7632
CUZD1,64,18,22,44,38,14,16,27,30
CWC15,663,642,921,771,1172,757,1294,1108,1015
CWC22,503,389,1152,864,1325,745,770,1230,1129
CWC27,520,498,908,901,1196,788,1076,1224,1042
CWF19L1,222,269,447,400,583,341,429,538,452
CWF19L2,842,715,1340,1232,1337,734,1152,2079,1477
CWH43,2,1,4,2,0,2,5,0,1
CX3CL1,10491,10812,14265,9143,12764,10461,11126,19711,12261
CX3CR1,9,369,1277,148,425,42,313,1255,249
CXADR,859,798,1948,922,1240,1258,1506,1755,1381
CXADRP1,0,0,0,0,0,0,0,0,0
CXADRP3,1,0,2,2,1,2,2,0,0
CXCL1,14,6,5,8,13,73,11,35,3
CXCL10,1,62,16,3,17,4,2,272,13
CXCL11,5,113,5,0,21,3,3,10,6
CXCL12,118,276,1004,352,1107,270,535,1145,920
CXCL13,0,2,1,0,2,0,3,1,1
CXCL14,2498,2084,4426,1755,4623,4288,4123,4368,4665
CXCL16,166,289,689,147,519,275,354,583,262
CXCL17,8,4,5,2,9,1,4,6,8
CXCL2,24,38,22,16,48,40,48,84,10
CXCL3,3,5,6,4,9,6,5,19,0
CXCL5,17,20,47,41,34,51,26,34,39
CXCL6,3,2,3,0,2,7,5,0,0
CXCL8,18,21,72,9,13,37,98,224,1
CXCL9,2,4,3,0,19,1,4,5,5
CXCR1,7,1,11,0,15,6,1,4,1
CXCR2,3,7,38,2,25,9,11,7,1
CXCR3,21,2,3,6,5,0,2,12,5
CXCR4,31,44,272,34,142,19,77,127,50
CXCR5,0,0,1,0,0,0,0,0,1
CXCR6,1,2,5,1,4,1,1,3,3
CXorf38,73,100,279,135,227,164,161,204,158
CXorf49,0,0,0,0,0,0,0,0,0
CXorf49B,0,1,0,0,0,0,0,0,0
CXorf51A,1,0,0,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0,0,0,0
CXorf56,346,362,609,437,543,421,732,710,676
CXorf58,1,1,5,0,2,2,5,3,1
CXorf65,1,0,3,0,4,0,3,0,0
CXorf66,0,0,1,0,0,0,5,0,0
CXXC1,2265,2197,2131,1479,3427,1826,2870,3000,2669
CXXC1P1,0,0,8,0,1,0,2,0,0
CXXC4,643,632,1596,1359,995,755,965,1306,1053
CXXC4-AS1,10,14,53,47,44,17,19,26,28
CXXC5,4235,5214,6560,3865,6342,3486,6825,8003,6353
CXXC5-AS1,10,17,6,5,8,4,11,15,9
CYB561,2761,3540,3823,3183,3036,2648,2539,3994,3173
CYB561A3,476,487,714,435,696,481,707,708,585
CYB561D1,1154,910,1578,1174,1343,838,1032,1877,1317
CYB561D2,97,140,217,176,254,174,313,238,187
CYB5A,278,346,395,199,500,269,425,385,360
CYB5B,1693,1586,2327,1341,2059,1767,1290,2141,1965
CYB5D1,678,576,1052,783,1085,735,509,1155,1079
CYB5D2,809,1011,1698,1091,1492,1141,1407,1491,1414
CYB5R1,510,841,1110,843,1182,794,1145,1338,971
CYB5R2,40,183,275,135,369,110,450,211,169
CYB5R3,5459,6972,8649,4972,10732,7194,7116,9496,8038
CYB5R4,311,258,854,557,592,413,381,698,639
CYB5RL,135,103,242,185,232,135,141,218,226
CYBA,146,353,355,64,188,106,269,469,121
CYBB,24,147,1375,117,254,92,275,589,157
CYBC1,1424,1477,2627,896,2069,1863,2014,1809,1479
CYBRD1,419,620,1129,402,2186,804,397,1270,648
CYC1,3506,4086,4078,2947,4287,3608,3914,5299,4165
CYCS,3716,4265,7347,5944,6319,5568,6647,6766,6870
CYCSP2,0,0,3,2,1,1,0,4,3
CYCSP23,0,0,1,1,4,2,5,2,3
CYCSP3,1,1,3,2,3,0,0,1,1
CYCSP42,0,0,2,1,0,1,0,1,1
CYCSP5,0,0,1,2,3,1,2,0,1
CYCSP52,3,1,3,3,9,2,4,0,3
CYCSP53,0,0,1,0,0,0,0,0,0
CYCTP,0,0,0,0,0,0,0,0,0
CYFIP2,23786,24439,50683,26282,28406,29658,18355,44460,37745
CYGB,862,919,1001,629,778,689,750,917,984
CYHR1,4278,3766,3762,2572,5379,2519,4587,4851,3825
CYLC1,0,0,2,0,0,0,4,1,0
CYLC2,0,0,5,0,2,0,2,0,0
CYLD,2077,2316,5989,3608,4307,3236,3051,4850,4353
CYMP,8,2,8,6,6,3,4,4,5
CYMP-AS1,1,1,0,1,2,3,0,0,0
CYP11A1,38,22,42,15,91,48,38,50,32
CYP11B1,9,1,6,2,4,4,1,1,0
CYP11B2,1,1,1,0,0,0,1,0,3
CYP17A1,34,23,59,37,76,41,38,61,72
CYP19A1,1,2,11,0,3,2,5,1,0
CYP1A1,29,29,78,48,93,41,40,69,60
CYP1A2,1,0,6,3,2,3,3,0,0
CYP1B1,903,552,2327,367,927,988,622,1303,800
CYP1B1-AS1,61,38,70,42,89,26,38,71,96
CYP1D1P,2,0,7,2,5,2,1,1,0
CYP20A1,185,286,370,332,513,231,480,542,353
CYP21A1P,17,10,31,15,68,14,16,29,27
CYP21A2,15,7,11,9,12,7,18,24,7
CYP24A1,10,11,47,15,52,75,34,71,63
CYP26A1,77,60,136,53,76,39,133,88,64
CYP26B1,1829,2488,3311,1328,2087,1952,1730,3191,2701
CYP26C1,8,10,23,9,9,14,7,18,4
CYP27A1,428,687,1460,342,1346,621,1851,625,576
CYP27B1,35,22,26,13,27,19,16,30,14
CYP27C1,19,13,56,39,51,22,34,52,40
CYP2A13,0,0,2,0,6,0,2,0,3
CYP2A6,62,69,68,121,117,49,74,143,138
CYP2A7,28,17,23,43,42,14,30,46,58
CYP2A7P1,0,0,0,1,0,0,0,0,0
CYP2AB1P,2,12,7,22,8,2,7,5,8
CYP2AC1P,0,0,0,0,0,0,2,0,0
CYP2B6,3,0,4,1,4,0,7,2,1
CYP2B7P,95,66,92,122,164,99,62,113,118
CYP2C18,2,0,6,0,1,2,6,1,3
CYP2C19,8,2,5,0,2,2,4,3,0
CYP2C56P,0,0,1,0,0,1,2,1,0
CYP2C58P,0,0,3,0,0,0,0,0,0
CYP2C60P,0,0,0,0,0,0,0,0,0
CYP2C61P,0,0,0,1,0,0,3,2,0
CYP2C8,120,75,99,108,86,43,38,64,111
CYP2C9,1,1,7,0,2,0,3,1,0
CYP2D6,97,81,136,73,215,58,67,214,86
CYP2D7,109,98,127,96,276,78,190,194,202
CYP2D8P,61,62,50,30,92,21,42,72,68
CYP2E1,576,576,645,561,834,519,515,563,877
CYP2F1,4,0,5,8,8,4,5,6,3
CYP2G1P,16,22,14,42,38,6,21,30,28
CYP2G2P,0,1,3,0,0,0,1,1,0
CYP2J2,73,129,307,81,402,186,263,137,150
CYP2R1,188,143,259,215,297,146,173,244,194
CYP2S1,42,60,143,65,61,47,59,57,65
CYP2T1P,61,107,120,76,127,75,100,128,83
CYP2T3P,11,1,2,4,4,1,4,3,0
CYP2U1,350,315,579,474,832,389,339,590,558
CYP2U1-AS1,7,15,30,36,24,12,31,22,23
CYP2W1,28,2,8,2,5,6,4,21,9
CYP39A1,41,15,20,16,37,9,32,31,24
CYP3A137P,0,0,2,0,0,0,0,0,1
CYP3A4,21,16,31,33,29,16,16,22,39
CYP3A43,25,8,14,22,25,7,10,8,10
CYP3A5,50,33,103,116,113,55,50,129,124
CYP3A52P,1,1,0,0,0,0,0,0,0
CYP3A54P,1,0,1,0,0,0,0,0,0
CYP3A7,20,8,41,33,43,27,20,26,28
CYP46A1,9422,6892,10253,5357,9714,8534,9985,15277,9748
CYP4A11,18,9,15,29,30,20,17,22,27
CYP4A22,12,5,10,11,18,3,6,20,19
CYP4A27P,0,1,1,8,4,0,1,3,1
CYP4A43P,0,0,2,0,0,0,0,0,0
CYP4A44P,0,0,0,0,0,0,0,0,1
CYP4B1,1,12,14,26,13,3,17,5,10
CYP4F11,158,73,341,34,391,471,99,116,117
CYP4F12,2,7,5,22,75,2,30,16,15
CYP4F2,9,6,11,3,12,7,11,11,15
CYP4F22,0,0,12,0,1,0,7,1,1
CYP4F26P,133,66,77,132,159,34,34,87,128
CYP4F27P,0,0,0,0,0,0,0,0,0
CYP4F29P,19,46,104,56,183,16,14,15,142
CYP4F3,17,24,32,13,77,31,54,152,26
CYP4F30P,1,0,0,0,1,0,0,0,0
CYP4F32P,9,4,5,16,31,12,3,8,7
CYP4F35P,105,76,69,194,182,94,108,123,126
CYP4F36P,0,0,1,0,0,0,0,0,0
CYP4F44P,0,0,0,0,0,0,0,0,0
CYP4F60P,0,1,1,1,1,1,1,0,0
CYP4F62P,0,0,0,0,0,0,0,0,0
CYP4F8,3,1,2,0,2,1,2,0,1
CYP4V2,277,508,706,588,1341,422,480,692,564
CYP4X1,630,630,1010,717,1040,522,800,1178,1078
CYP4Z1,30,30,34,70,65,13,27,39,49
CYP4Z2P,1,2,5,3,2,1,2,2,6
CYP51A1,47,49,56,13,23,28,26,55,34
CYP51A1-AS1,9,13,30,10,17,14,11,19,21
CYP7A1,2,2,12,0,2,6,4,2,2
CYP7B1,41,68,267,65,186,77,54,165,113
CYP8B1,3,6,13,1,5,4,7,3,1
CYREN,120,204,423,168,346,169,264,378,379
CYRIA,5757,5401,13514,6876,7102,6645,5081,12489,10205
CYRIB,2265,2650,6124,3782,3949,3306,3386,5054,4761
CYS1,436,471,514,280,587,351,484,677,537
CYSLTR1,0,17,43,8,38,3,39,32,38
CYSLTR2,142,88,277,99,207,120,37,100,146
CYSRT1,130,91,102,105,229,81,173,167,130
CYSTM1,550,644,978,711,1321,1022,1417,886,940
CYTB,320122,218176,424616,467809,856598,410170,321419,813292,703522
CYTH1,2028,1975,3705,1865,3637,2034,3384,3097,2773
CYTH1P1,2,3,2,0,4,0,0,1,0
CYTH2,1563,1833,2001,1096,1961,1311,2163,2410,1839
CYTH3,3332,2826,4363,2735,5454,2711,2959,4754,4640
CYTH4,58,162,945,120,295,113,292,462,191
CYTIP,6,28,37,13,17,7,16,57,12
CYTL1,10,31,39,10,30,11,36,48,26
CYTOR,19,33,30,9,56,22,31,47,44
CYYR1,90,189,367,222,393,130,203,348,362
CYYR1-AS1,29,14,20,43,41,21,16,33,38
CZIB,604,737,1065,742,1295,667,1075,1063,1129
D21S2088E,1,2,8,6,14,2,8,18,10
D2HGDH,709,1204,1206,639,1337,603,1471,1887,1382
DAAM1,1417,1324,3411,2574,3337,2109,2441,3292,3089
DAAM2,3313,6599,8633,3614,14105,3782,5216,8398,6979
DAAM2-AS1,103,296,344,123,644,143,501,137,180
DAB1,408,445,801,445,711,489,303,893,824
DAB1-AS1,15,9,10,38,46,11,21,21,38
DAB2,191,277,609,273,552,237,217,663,345
DAB2IP,8669,7156,9777,5539,10210,7944,5912,11861,9421
DACH2,756,690,1675,1060,885,1031,601,1457,1221
DACT1,324,318,550,161,343,263,214,548,384
DACT2,20,178,212,143,242,43,92,200,270
DACT3,6629,7010,6876,2922,6407,4620,6660,8474,6223
DACT3-AS1,49,35,63,53,71,26,41,45,52
DAD1,565,691,775,354,727,515,1080,858,618
DAG1,1647,2166,4163,1632,4997,3088,1807,3983,2809
DAGLA,9164,8402,10379,4638,9418,7064,4101,12096,9248
DAGLB,1840,1548,2342,1195,1850,1776,1700,2199,1712
DALRD3,692,749,1071,656,1184,817,958,1181,1046
DANCR,856,733,854,664,1158,847,1056,1147,904
DAND5,8,3,14,10,8,3,5,17,9
DANT2,89,71,88,301,264,78,76,119,196
DAO,57,30,45,52,36,25,24,54,50
DAOA,1,0,2,0,1,2,2,0,0
DAOA-AS1,0,0,4,0,1,0,3,0,0
DAP,794,849,1823,830,1741,1122,1240,1621,1269
DAP3,688,820,1339,1030,1271,935,1105,1444,1195
DAPK1,4348,3256,6502,3058,4568,4440,2111,5653,5513
DAPK1-IT1,10,6,5,17,9,10,11,5,14
DAPK2,161,286,318,264,473,132,476,267,279
DAPK3,3160,3700,3350,1462,4122,2805,4677,5319,3854
DAPL1,0,1,2,2,1,0,2,1,2
DAPP1,4,6,81,4,14,8,16,15,8
DARS1,943,1044,2548,1272,2569,1510,1800,2251,1767
DARS1-AS1,4,8,26,14,15,1,18,18,17
DARS2,185,247,463,288,407,244,183,540,372
DAW1,17,49,51,59,60,48,62,40,60
DAXX,1320,1222,1860,1144,1889,1321,1484,2195,1855
DAZ1,0,0,0,0,0,0,0,0,0
DAZ2,0,0,0,0,0,0,0,0,0
DAZ3,0,0,0,0,0,0,0,0,0
DAZ4,0,0,0,0,0,0,0,0,0
DAZAP1,1898,2030,2018,1296,2733,1412,1788,2337,1857
DAZAP2,2504,3104,6835,3570,5447,4032,4880,5531,4907
DAZL,1,0,11,2,1,2,7,2,1
DBF4,120,86,172,192,190,147,141,371,167
DBF4B,780,528,848,723,1158,548,698,1029,789
DBF4P2,0,0,2,0,1,0,1,0,0
DBF4P3,0,0,0,0,1,0,0,0,0
DBH,182,119,198,110,205,135,98,229,146
DBH-AS1,150,196,139,147,272,110,206,198,172
DBI,412,575,625,324,972,869,864,860,541
DBIL5P,46,56,97,49,76,41,61,113,89
DBIL5P2,30,16,18,39,36,9,12,33,31
DBN1,5989,5198,6576,4200,6494,5239,5252,7275,5839
DBNDD1,8623,6217,8008,5463,10802,6644,6143,12324,9350
DBNDD2,205,272,288,149,341,157,539,213,228
DBNL,3913,4760,5913,3717,6294,4090,5046,7517,5769
DBP,1727,1439,2137,721,1345,1100,1699,1565,1749
DBR1,145,134,309,202,341,244,249,301,230
DBT,2116,1625,4496,3450,3544,2528,2619,3608,3132
DBX1,0,0,2,0,4,0,3,0,3
DBX2,24,36,42,27,157,40,60,90,47
DCAF1,987,895,2228,1138,1500,1387,666,1750,1557
DCAF10,1253,1228,3041,2226,2705,1896,1892,2961,2498
DCAF11,3291,3159,6056,3736,5185,4190,4177,6538,5731
DCAF12,595,543,1104,519,876,709,458,1044,778
DCAF12L1,1,1,3,2,1,0,0,1,1
DCAF12L2,116,154,221,96,114,137,92,157,156
DCAF13,273,261,680,368,571,395,543,967,492
DCAF13P1,1,1,2,0,0,1,4,1,2
DCAF15,772,865,962,614,1195,777,969,1159,876
DCAF16,613,981,1766,1049,1318,981,1053,1460,1497
DCAF17,497,539,1136,728,803,609,430,909,832
DCAF4,549,375,777,406,563,481,465,666,584
DCAF4L1,44,13,22,28,33,14,21,15,20
DCAF4L2,0,1,5,1,4,1,7,3,0
DCAF5,2904,2402,5235,4206,5397,3700,3457,5084,4384
DCAF6,4070,4527,9638,6154,5706,4854,3870,9343,7693
DCAF7,3722,3531,7782,4803,6851,5105,6061,7715,6338
DCAF8,1424,1400,2710,2497,3329,2140,3115,2726,2654
DCAF8L1,0,0,4,0,0,0,0,0,0
DCAF8L2,0,0,4,1,0,0,2,0,0
DCAKD,1695,1482,2518,1534,2919,2213,1645,2752,2289
DCANP1,0,0,0,0,0,0,0,0,0
DCBLD1,417,406,857,509,704,601,551,695,682
DCBLD2,545,470,1236,1067,996,666,557,1294,1153
DCC,275,314,1224,560,452,422,167,785,702
DCD,0,0,2,0,1,0,0,0,0
DCDC1,27,11,78,47,80,45,58,61,50
DCDC2,49,66,177,66,161,66,125,153,135
DCDC2B,58,68,62,140,158,48,92,114,101
DCDC2C,0,0,0,0,0,1,0,1,0
DCHS1,1440,1559,2151,810,2982,1692,792,1654,1362
DCHS2,468,453,1649,685,717,522,328,802,459
DCK,966,774,1725,1083,1295,1090,1254,1416,1298
DCLK1,10884,14038,37360,21861,16625,19077,10868,29683,26248
DCLK2,4464,4427,6238,3126,6160,4650,2521,6553,5315
DCLK3,183,59,415,125,200,220,114,285,166
DCLRE1A,448,421,1078,593,743,621,324,794,752
DCLRE1B,128,121,270,131,278,199,137,237,166
DCLRE1C,277,198,534,447,555,276,358,596,412
DCN,1011,1103,1291,880,1610,1259,1064,1969,1543
DCP1B,327,241,549,383,464,378,227,493,490
DCP2,1877,1241,4267,2060,1878,2216,1568,2842,2773
DCPS,264,207,259,147,272,190,235,338,259
DCST1,3,7,15,14,22,7,10,17,13
DCST2,47,33,54,29,93,29,40,74,38
DCSTAMP,9,15,44,25,20,19,14,22,39
DCT,89,80,173,125,134,116,61,126,117
DCTD,1226,1420,2280,1568,2101,1746,1820,2364,2163
DCTN1,16613,20384,39080,22159,28354,27287,26379,41491,31847
DCTN1-AS1,200,232,352,356,357,278,276,335,323
DCTN2,3738,4054,7664,6096,6479,5860,7392,7716,7074
DCTN3,1671,1898,1952,1746,2386,1755,2977,2760,2442
DCTN4,2316,2195,5324,3203,3844,3230,2319,3755,3711
DCTN5,1618,1919,4415,1984,2340,2290,1115,3606,2779
DCTN6,449,555,935,732,929,671,985,988,899
DCTPP1,333,411,516,246,294,318,632,660,509
DCUN1D1,562,656,1749,1021,1239,937,965,1412,1241
DCUN1D2,944,666,1223,985,1137,966,806,944,1274
DCUN1D3,300,266,542,305,513,380,373,574,488
DCUN1D4,1411,1446,3058,2593,2372,1681,1535,2720,2502
DCUN1D5,207,223,481,227,351,307,333,445,343
DCX,586,413,1412,888,1088,773,610,1217,1102
DCXR,1195,1472,1279,931,2119,1275,2604,1761,1745
DCXR-DT,3,3,3,2,3,6,7,5,4
DDA1,1831,1736,1528,1137,2263,1511,2096,2370,2151
DDAH1,4993,5682,11388,6122,11276,8211,5643,11001,8886
DDAH2,458,673,667,226,1089,458,1032,894,689
DDB1,7481,8558,17173,7962,12348,11732,8701,15662,12745
DDB2,208,206,386,216,330,180,408,330,276
DDC,10,14,13,6,10,7,8,19,13
DDC-AS1,0,0,0,0,0,0,1,0,0
DDHD1,1010,1163,2047,1281,1928,1194,1044,1915,1770
DDHD2,4087,4544,10763,7170,7214,6119,4876,9361,8252
DDI1,0,0,2,2,2,1,1,1,0
DDI2,1374,1138,2606,1925,1996,1658,1646,2613,2086
DDIAS,27,8,44,13,13,14,13,89,25
DDIT3,362,168,249,140,193,134,324,250,175
DDIT4,466,262,657,77,404,335,154,286,150
DDIT4L,59,36,104,14,250,106,70,76,86
DDN,32261,32675,34375,13775,27857,27507,23994,42184,29124
DDN-AS1,29,20,32,46,48,20,45,52,40
DDO,10,46,99,27,106,43,108,63,46
DDOST,2094,2576,3846,2115,2971,2576,2454,3979,3074
DDR1,3453,6303,10570,1854,11441,6164,7374,5337,3455
DDR2,399,557,1359,478,2008,851,539,1685,896
DDRGK1,1861,1729,2153,1516,2883,1650,3166,3151,2606
DDT,1,3,4,9,3,7,1,5,7
DDTL,16,17,20,26,47,16,27,38,27
DDTP1,2,1,4,2,3,2,0,1,0
DDX1,2502,3201,6909,4815,5654,4970,5271,6686,6046
DDX10,838,701,1611,1181,1375,1093,1401,1768,1415
DDX10P1,6,5,21,34,49,15,31,17,17
DDX10P2,0,0,5,1,2,0,0,1,1
DDX11,142,368,554,310,865,417,384,831,412
DDX11-AS1,13,9,17,12,12,6,7,16,14
DDX11L16,0,3,6,1,2,0,1,0,1
DDX11L2,0,0,0,0,0,0,1,0,1
DDX17,8121,7684,15426,11049,16203,6931,7685,15025,13094
DDX18,1188,1119,2778,1433,2360,1772,2226,3128,2167
DDX18P1,6,6,6,0,7,2,1,2,5
DDX18P2,0,0,3,0,0,0,1,2,0
DDX18P3,0,1,3,1,2,0,3,1,2
DDX19A,918,926,1268,1102,1553,1050,1208,1399,1289
DDX19B,185,147,289,211,355,197,277,296,261
DDX20,317,300,455,300,509,408,234,539,441
DDX21,1322,1093,3291,1577,2102,2486,2025,3072,2103
DDX23,2127,1945,3743,1832,3472,2996,3035,3819,3075
DDX24,10120,9860,17356,12185,15507,12938,14627,17818,17332
DDX25,716,835,1502,1109,1261,1175,1052,1200,1302
DDX27,942,817,1085,751,1377,863,921,1613,1288
DDX28,110,170,328,237,346,288,312,345,301
DDX31,144,164,262,163,283,174,182,279,209
DDX39A,510,681,722,364,895,493,1032,969,727
DDX39B,1027,982,1319,1176,2372,863,1027,1607,1325
DDX39B-AS1,1,0,2,2,3,2,2,5,3
DDX3P2,2,0,3,3,2,0,4,8,5
DDX3X,3607,4770,12643,5500,8301,7005,5729,9744,8715
DDX3Y,12,1,2,0,3,1,0,0,3
DDX4,10,8,26,15,20,6,16,22,7
DDX41,3559,3765,5002,3444,5154,3890,4370,6278,5119
DDX42,2364,3666,6748,4466,6635,5103,4271,6425,7007
DDX43,4,4,14,3,8,6,6,6,6
DDX43P2,0,0,0,0,1,0,1,0,0
DDX43P3,0,0,0,0,0,0,0,0,0
DDX46,1848,1703,3023,2433,2732,1796,2823,3808,2852
DDX47,12,18,22,32,51,12,9,27,19
DDX49,1238,1492,1566,863,1553,1052,1515,1788,1409
DDX5,5524,5625,12861,8084,10972,8087,7246,10085,9213
DDX50,536,603,1265,670,1013,878,915,1294,980
DDX51,2529,2784,2904,2292,4478,2100,3452,3987,3693
DDX53,0,1,0,0,3,0,1,1,3
DDX54,1138,1452,1715,724,1475,1263,1204,2021,1349
DDX55,536,379,490,642,973,425,542,898,711
DDX55P1,60,33,37,104,106,19,49,129,97
DDX56,1078,1201,1840,1678,2237,1427,1767,2229,1831
DDX58,201,235,544,435,596,431,386,684,428
DDX59,195,167,345,204,269,218,217,364,256
DDX59-AS1,3,10,10,2,13,18,12,3,1
DDX6,1956,2372,7486,3460,4161,4305,1750,5806,5065
DDX60,31,109,254,94,285,80,118,258,199
DDX60L,34,88,142,109,132,41,76,149,125
DEAF1,6175,7844,7046,5716,9140,6135,8375,9446,8372
DECR1,321,360,680,436,1110,584,679,827,674
DECR2,434,331,249,161,344,197,411,402,310
DEDD,458,406,809,461,806,611,667,772,687
DEDD2,3483,1810,1843,1239,1636,1407,1603,2359,1900
DEF6,84,95,226,88,132,62,140,192,114
DEF8,5968,6572,7352,4757,8948,5296,6796,8931,7338
DEFA1,0,0,0,0,0,0,0,0,0
DEFA10P,0,0,0,0,0,0,0,0,0
DEFA11P,0,0,0,0,0,0,0,0,0
DEFA1B,0,0,0,0,0,0,0,0,0
DEFA3,2,0,0,0,3,0,0,0,0
DEFA4,0,0,0,0,1,0,0,0,0
DEFA5,2,2,1,0,1,1,1,0,1
DEFA6,0,0,2,0,0,0,0,0,0
DEFA7P,0,0,1,0,0,0,1,0,0
DEFA8P,0,0,0,0,0,0,0,0,0
DEFA9P,0,0,0,0,0,0,0,0,0
DEFB1,0,0,0,0,0,1,0,0,0
DEFB103B,0,0,0,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,0,0,0,0
DEFB104B,0,0,0,0,0,0,0,0,0
DEFB105A,0,0,0,0,0,0,0,0,0
DEFB106A,0,0,0,0,0,0,0,0,0
DEFB106B,0,0,0,0,0,0,0,0,0
DEFB107A,0,0,2,0,0,0,0,0,0
DEFB108B,1,0,1,0,0,0,1,0,0
DEFB108F,0,0,0,0,0,0,0,0,0
DEFB109B,0,0,0,1,0,0,0,0,0
DEFB109C,0,0,1,0,1,0,0,0,0
DEFB109F,55,33,61,46,99,38,29,90,62
DEFB110,0,0,1,0,1,0,0,0,0
DEFB112,0,0,0,0,0,0,0,0,0
DEFB113,0,0,1,0,0,0,0,0,0
DEFB114,1,0,0,0,0,0,1,0,0
DEFB115,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0,0
DEFB118,0,0,2,0,2,0,0,0,0
DEFB119,0,0,2,0,0,0,2,0,0
DEFB121,0,0,0,0,0,0,1,0,0
DEFB122,0,0,3,0,1,0,2,1,0
DEFB123,0,0,1,0,1,0,2,0,0
DEFB124,1,0,1,2,1,0,3,0,0
DEFB125,2,0,0,0,0,0,0,0,0
DEFB126,0,0,4,0,0,0,0,0,0
DEFB127,0,0,0,0,1,0,2,0,0
DEFB128,0,0,0,0,0,0,1,0,0
DEFB129,0,0,0,0,0,0,0,0,0
DEFB130A,0,0,0,0,0,0,0,0,0
DEFB130B,0,0,0,0,0,0,0,0,0
DEFB130C,0,0,0,1,0,1,0,0,1
DEFB130D,0,0,0,0,0,0,0,0,0
DEFB131A,0,0,1,0,0,0,0,0,0
DEFB131B,0,1,4,0,1,3,2,1,2
DEFB131C,0,0,0,0,0,0,0,0,0
DEFB132,0,0,0,0,0,0,1,0,0
DEFB133,0,0,0,0,0,0,0,0,0
DEFB134,0,0,1,5,2,1,3,3,3
DEFB135,0,1,0,0,1,0,0,1,0
DEFB136,2,1,1,5,7,0,0,1,6
DEFB4A,0,0,0,0,0,0,0,0,0
DEFT1P,0,0,0,0,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0,0,0,0
DEGS1,1043,1324,2583,1591,2111,1662,2210,2147,1826
DEGS2,125,225,182,163,300,109,316,371,245
DEK,1371,1286,3340,2068,2968,1860,3368,3546,2737
DELE1,1100,1295,1954,1439,2551,1259,1531,1925,1620
DELEC1,2,1,14,1,1,1,4,3,5
DENND10,408,474,734,683,786,508,647,832,708
DENND11,1843,2766,5548,2353,4469,2448,2293,4299,3670
DENND1A,3113,3595,4879,2395,5088,3521,2645,5594,4556
DENND1B,245,287,694,711,731,354,398,610,593
DENND1C,212,121,293,97,154,89,131,229,160
DENND2A,895,1199,1845,778,2028,1314,1312,2051,1542
DENND2B,1113,1120,1306,801,1842,1065,857,1659,1439
DENND2C,51,47,84,98,114,59,77,98,92
DENND2D,43,63,157,66,51,73,36,138,72
DENND3,2139,2315,4340,2646,3508,1868,1847,3119,3286
DENND4A,1211,828,2428,1019,1291,1311,498,1631,1444
DENND4B,9967,10839,15056,9786,14741,11199,9978,16739,13593
DENND4C,738,610,1788,1008,1599,1023,681,1234,1138
DENND5A,4610,5638,11656,5011,9484,6262,5168,10038,8141
DENND5B,3686,2984,9354,5787,5806,4980,4455,7539,6761
DENND5B-AS1,13,7,9,7,8,5,13,9,17
DENND6A,278,350,558,478,646,373,338,578,496
DENND6A-DT,0,0,9,3,5,0,0,1,2
DENND6B,2743,2690,3576,3021,4717,2710,3460,4724,4175
DENR,1279,1673,3606,2750,2581,2306,3111,3349,3049
DEPDC1,19,12,33,37,26,24,17,98,36
DEPDC1-AS1,2,3,6,5,1,3,4,4,2
DEPDC1B,31,24,54,32,49,29,30,106,39
DEPDC4,22,18,51,29,19,13,17,35,25
DEPDC5,979,1144,2232,1310,1701,1408,999,2256,1949
DEPDC7,9,16,42,31,51,15,62,73,29
DEPP1,3997,1261,5372,637,1728,5288,645,2557,914
DEPTOR,336,436,878,491,629,400,615,546,586
DERA,154,173,318,146,279,178,255,268,207
DERL1,829,731,1455,795,1005,889,842,1297,1087
DERL2,539,381,690,451,689,542,582,740,593
DERL3,284,95,161,98,135,93,141,163,80
DES,244,172,418,75,123,1138,167,655,99
DESI1,2373,2578,4493,2795,3723,3002,2665,4438,3606
DESI2,377,366,770,419,693,585,302,854,599
DET1,179,202,447,284,334,236,206,359,313
DEUP1,1,0,8,10,2,3,7,2,7
DEXI,6,6,6,4,4,2,1,7,7
DFFA,1804,1615,2750,2395,2932,1718,3062,3549,2482
DFFB,204,158,204,251,312,146,160,227,200
DFFBP1,5,2,1,3,3,2,0,2,4
DGAT1,1834,2021,2243,1548,2851,1643,2476,3141,2381
DGAT2,571,390,1019,364,300,582,353,526,381
DGAT2L6,0,0,5,2,6,1,2,1,1
DGAT2L7P,0,2,3,1,4,0,2,3,2
DGCR11,59,60,88,56,92,41,54,67,83
DGCR2,11326,12529,16366,9515,13474,12748,11633,19207,15352
DGCR5,894,703,1134,845,1220,367,1074,1289,1221
DGCR6,1271,1312,1274,1170,2044,627,1492,1776,1704
DGCR6L,892,916,879,778,1113,679,1328,1348,1161
DGCR8,831,656,1130,1155,1564,693,1029,1511,1174
DGKA,830,685,1262,1088,1628,1050,809,1471,1309
DGKB,2510,2568,7479,3075,3451,3864,2048,6075,4941
DGKD,1203,1468,2604,1183,2592,1382,1986,2312,2125
DGKE,1629,1605,3389,2824,2255,1704,2036,3424,3042
DGKG,1557,1222,2995,1766,1660,1881,898,1588,1414
