symbol,SL5883,SL5891,SL6658,SL7158,SL7386,SL7409,SL7629,SL7798,SL7809
CACNA1S,31,51,66,105,149,56,132,45,54
CACNA2D1,1174,1315,3540,3075,5404,2869,6275,2138,2530
CACNA2D1-AS1,1,9,22,11,12,13,36,29,13
CACNA2D2,459,428,1092,1034,1391,948,1512,707,749
CACNA2D3,492,679,1259,1314,1962,1276,1876,831,694
CACNA2D3-AS1,1,0,4,0,2,3,7,3,3
CACNA2D4,9,9,28,45,32,21,35,4,31
CACNB1,4006,4712,8646,6809,12449,7815,11157,4837,6029
CACNB2,712,1009,2681,1916,2948,1699,2761,1962,1249
CACNB3,2245,3338,6284,4262,8554,5286,7990,3993,4146
CACNB4,1353,1258,3815,2619,6060,4084,5794,2496,2507
CACNG1,5,10,28,17,25,16,22,18,20
CACNG2,289,309,867,626,1301,910,1379,465,603
CACNG3,1710,2477,6065,5323,7148,4789,5817,3678,3190
CACNG4,204,382,799,545,1337,623,1662,301,1102
CACNG5,28,42,124,60,81,61,103,26,111
CACNG6,3,4,11,14,10,9,14,5,4
CACNG7,2481,2850,7917,5361,8242,5607,9107,4205,5354
CACNG8,4536,6242,13864,10191,16350,11643,16057,6998,6702
CACTIN,250,346,883,605,905,574,1210,571,670
CACTIN-AS1,7,8,14,18,15,4,30,38,12
CACUL1,621,910,2303,1961,2993,1939,3438,1481,1538
CACYBP,786,986,2507,2175,3273,2530,3637,3345,1697
CACYBPP3,0,1,1,1,2,0,1,7,5
CAD,714,913,2133,1928,2027,1291,2415,989,1300
CADM1,1074,1503,4671,4263,5043,3346,6989,2349,3796
CADM2,4091,4206,12318,10175,15597,11342,17972,7484,8556
CADM2-AS2,1,2,3,4,3,0,1,4,5
CADM3,2835,3951,8902,9186,11660,7723,11110,5552,5929
CADM4,2390,3021,6519,8357,7245,5231,13064,4516,7223
CADPS,3326,3691,7482,6880,10489,7993,11139,4465,4364
CADPS2,912,724,1538,1540,2015,2668,2008,729,666
CAGE1,0,1,1,0,1,4,1,1,6
CAHM,6,11,30,67,50,42,115,71,45
CALB1,256,223,594,622,1318,597,1337,505,506
CALB2,103,313,587,618,1292,742,1287,440,1155
CALCA,0,1,9,2,1,1,2,24,1
CALCB,0,0,5,6,8,6,6,4,4
CALCOCO1,2044,2431,4883,4828,5307,4097,6450,3448,3451
CALCOCO2,484,738,2277,1647,1940,1407,2510,2075,1933
CALCP,0,0,0,0,0,0,0,0,0
CALCR,1,4,12,6,20,9,35,2,8
CALCRL,89,121,262,187,272,234,509,172,300
CALD1,1008,1818,4764,2171,3456,2673,5138,3978,3694
CALHM1,124,162,222,217,424,297,482,120,164
CALHM2,133,226,297,209,443,289,558,222,288
CALHM3,4,3,16,9,11,11,8,11,7
CALHM4,0,0,0,0,1,2,1,0,3
CALHM5,36,39,45,12,62,53,95,20,60
CALHM6,2,4,10,5,14,13,19,7,6
CALM1,33032,44252,110433,92425,152873,119983,175961,61577,74337
CALM1P1,0,0,0,1,1,3,0,0,1
CALM2,5343,6656,15876,17263,22140,19584,25032,12996,12345
CALM2P4,0,0,0,1,1,0,0,0,2
CALM3,22482,31325,72156,62019,96103,73248,95456,41392,45067
CALML3,1,0,1,1,1,2,1,0,0
CALML4,77,78,266,173,259,194,307,201,146
CALML5,0,0,0,0,0,0,0,0,0
CALML6,17,37,58,36,47,40,55,36,13
CALN1,1711,2595,5985,5322,7741,6027,9799,3492,4369
CALR,1609,2271,4555,6496,6036,3682,8635,5199,4530
CALR3,0,0,0,0,0,3,0,0,3
CALU,485,576,1952,1776,2346,1254,2827,1467,1434
CALY,1071,1258,3808,3253,4534,3680,5056,2734,2389
CAMK1,70,105,225,219,333,211,362,197,161
CAMK1D,5685,7309,18740,11041,21618,14684,18165,10125,11622
CAMK1G,1737,1941,5235,3198,6401,4404,4834,2640,2772
CAMK2A,21389,30663,78645,41012,85152,65887,98661,37946,45716
CAMK2B,8860,14019,30066,20892,35704,25898,31943,16572,15773
CAMK2D,1627,2222,3825,4636,5992,4758,7577,2784,2993
CAMK2G,4790,6606,14664,11223,17526,13696,16483,9426,10174
CAMK2N1,5055,6450,23421,17615,33741,26787,37009,15494,16378
CAMK2N2,68,73,422,276,600,459,810,301,314
CAMK4,866,1164,2578,2488,4384,2459,4833,1918,1767
CAMKK1,2706,4194,8713,5670,10456,6248,8767,5311,4801
CAMKK2,4327,3875,12354,7388,18379,8687,13816,6820,6503
CAMKMT,55,70,186,168,246,198,263,128,189
CAMKV,5131,8405,15190,14798,22218,14209,20782,8790,10149
CAMLG,314,432,1154,1014,1462,1486,1514,772,783
CAMP,0,0,0,0,0,0,0,0,1
CAMSAP1,1468,1788,3940,3482,5465,3328,6459,2270,3120
CAMSAP2,1799,2100,7203,4694,8094,5796,9394,4347,4665
CAMSAP3,1174,1556,3286,2205,4148,2712,4844,2005,2679
CAMTA1,3741,3596,8984,7244,12637,9030,13343,6084,5421
CAMTA1-AS2,1,3,1,1,1,2,2,6,4
CAMTA2,3865,5365,12538,8824,13169,8902,12832,6500,7726
CAND1,1924,2277,5330,5094,7238,4938,8285,3155,3774
CAND2,575,948,1930,1433,2241,1361,2363,1001,1329
CANT1,382,490,1126,1334,1453,990,1943,989,816
CANX,3890,5109,11294,14363,14567,10808,19787,7547,9734
CAP1,1251,1798,4077,4392,5070,3832,6747,3134,3454
CAP1P1,10,12,21,19,17,20,27,16,17
CAP1P2,0,0,2,4,8,6,4,5,3
CAP2,2848,3854,9803,7635,12572,8099,11143,5047,4833
CAPG,71,196,255,337,497,303,507,267,535
CAPN1,2276,2989,7083,5136,7771,5461,7812,3510,4970
CAPN10,763,1183,2167,1628,2273,1908,3051,1470,1874
CAPN10-DT,77,118,334,190,208,197,296,476,216
CAPN11,3,4,17,9,11,9,5,9,12
CAPN12,19,20,33,28,38,28,35,96,15
CAPN13,23,24,15,79,61,20,131,43,67
CAPN14,10,12,22,12,27,20,22,19,13
CAPN15,1053,1451,3531,1732,2773,2026,4139,2370,2718
CAPN2,573,699,2132,1565,2218,1274,3236,1246,1931
CAPN3,117,78,70,396,136,38,352,397,174
CAPN5,677,1012,2394,2031,2737,1749,2558,1140,1515
CAPN6,0,0,1,0,0,3,1,2,3
CAPN7,189,235,661,519,692,446,953,528,493
CAPN8,9,12,28,7,19,18,41,29,16
CAPN9,30,21,85,56,58,65,192,66,55
CAPNS1,5374,7660,18426,16975,20868,15822,19994,11277,12541
CAPNS1P1,0,1,1,0,1,0,3,0,3
CAPNS2,0,0,1,0,0,0,5,2,1
CAPRIN1,2142,2522,5963,6413,7990,5487,9828,3794,4742
CAPRIN2,720,1118,2227,1497,2024,1598,2397,1523,1109
CAPS,76,187,238,211,380,220,445,193,245
CAPS2,134,99,323,221,368,314,441,224,247
CAPSL,5,6,13,9,15,6,9,9,8
CAPZA1,466,575,1240,1426,1473,1294,2247,1024,964
CAPZA1P3,1,0,0,2,0,1,1,1,1
CAPZA2,575,668,1442,2057,2692,2042,3254,1224,1260
CAPZA3,0,0,0,0,1,0,0,1,0
CAPZB,1604,2373,5646,5400,7049,4688,8738,3612,4119
CARD10,175,163,229,278,322,207,449,167,358
CARD11,67,98,141,119,245,173,398,70,133
CARD14,32,34,57,56,92,39,145,159,70
CARD16,0,4,10,9,8,5,13,7,10
CARD17,0,1,0,0,1,2,0,0,0
CARD18,0,0,1,1,1,0,0,1,0
CARD19,301,534,1305,829,886,700,990,707,620
CARD6,23,28,102,40,76,38,114,78,63
CARD8,122,169,444,260,470,272,765,382,446
CARD8-AS1,3,1,13,22,14,9,28,15,20
CARD9,214,140,157,308,226,121,456,242,139
CARF,188,188,601,498,639,414,987,359,505
CARHSP1,145,240,474,667,575,442,933,482,617
CARM1,1351,1634,4613,3106,4587,3129,4965,2765,2786
CARMIL1,149,285,947,577,897,470,1269,401,943
CARMIL2,1034,1412,3547,2215,3563,2890,3111,1858,1885
CARMIL3,426,876,1203,1004,1492,1275,1831,769,937
CARNMT1,96,119,327,251,459,261,624,191,221
CARNS1,5814,4363,3168,28422,10345,2453,35957,9579,16181
CARS1,587,781,1757,1903,2293,1507,2434,1718,1140
CARS1-AS1,7,6,5,7,11,3,10,43,6
CARS1P2,0,0,0,0,0,0,0,0,0
CARS2,296,501,983,743,1071,894,1122,821,749
CARTPT,7,12,75,45,27,24,66,30,16
CASC11,0,0,2,0,1,4,2,3,5
CASC16,0,1,2,0,2,2,0,1,1
CASC17,1,0,2,0,0,2,1,1,2
CASC18,6,3,14,5,17,12,17,7,12
CASC2,60,86,207,165,322,227,390,131,183
CASC20,1,0,0,0,0,3,0,1,1
CASC22,0,0,0,0,0,0,0,0,0
CASC23,0,0,1,1,1,0,0,3,3
CASC3,2047,2551,6406,4683,6029,4152,7749,5366,5379
CASC8,0,1,4,2,0,1,1,0,2
CASC9,0,0,0,0,1,3,0,0,1
CASD1,1054,1400,3206,2709,3493,3062,4532,1800,2069
CASK,512,708,1652,1564,2173,1508,2711,912,1331
CASKIN1,10703,15798,34140,13819,34616,22389,40035,16575,30960
CASKIN2,1391,1860,6213,3896,4075,2207,6362,2516,5151
CASKP1,0,0,0,0,0,0,0,0,0
CASP1,8,19,32,103,32,29,85,116,24
CASP10,54,55,91,50,147,83,224,86,135
CASP12,4,3,3,1,0,8,5,1,8
CASP14,0,0,3,0,0,2,0,2,1
CASP16P,12,9,31,11,32,18,22,18,24
CASP2,139,200,489,462,582,330,749,497,432
CASP3,75,125,274,226,367,210,501,189,276
CASP3P1,0,0,0,0,0,0,0,1,1
CASP4,20,41,126,118,39,39,88,208,46
CASP4LP,12,12,6,9,20,6,22,15,17
CASP5,1,0,1,2,0,2,0,4,3
CASP6,14,24,85,43,74,58,107,63,48
CASP7,25,71,206,124,131,103,178,420,121
CASP8,17,35,102,127,75,67,533,98,74
CASP8AP2,542,650,2179,1464,2447,1824,3531,2024,2033
CASP9,205,294,632,631,758,466,927,508,491
CASQ1,177,186,430,413,663,445,377,283,254
CASQ2,35,99,23,12,104,67,226,28,175
CASR,1,1,3,3,2,2,2,1,2
CASS4,23,21,20,43,36,39,52,60,31
CAST,665,791,2880,1972,2465,2130,3576,2489,1754
CASTOR1,7,13,24,20,17,13,23,22,19
CASTOR3,171,195,514,432,622,353,929,559,483
CASZ1,13,39,149,74,84,44,79,114,51
CAT,124,208,438,592,433,279,1524,353,605
CATIP,1,12,12,5,10,15,21,17,13
CATIP-AS1,0,0,0,0,1,1,0,1,1
CATSPER1,0,4,5,3,8,4,1,7,10
CATSPER2,214,275,637,355,604,369,538,591,323
CATSPER2P1,24,44,108,83,127,55,125,96,83
CATSPER3,0,4,6,8,7,5,9,9,2
CATSPER4,1,0,0,4,0,2,3,1,6
CATSPERB,0,1,2,4,8,8,9,7,13
CATSPERD,0,1,4,0,0,2,4,12,11
CATSPERE,16,16,48,53,50,38,57,54,54
CATSPERG,96,123,226,222,247,130,278,301,228
CATSPERZ,1,5,1,2,5,5,3,6,1
CAV1,144,165,287,201,396,255,1003,289,660
CAV2,122,174,513,317,472,324,865,204,599
CAV3,3,5,4,3,4,5,3,19,3
CAVIN1,751,1176,1899,1645,2303,1497,4567,2011,2682
CAVIN2,184,140,433,261,479,437,675,718,449
CAVIN3,14,36,39,16,69,58,119,13,47
CAVIN4,12,33,47,41,67,37,63,57,37
CBARP,890,1367,3073,1425,4075,2133,5220,1580,2825
CBFA2T2,886,1157,2535,2346,2761,1832,3520,2057,1792
CBFA2T3,322,441,670,561,1355,705,1466,512,661
CBFB,127,167,562,626,537,380,966,619,437
CBL,842,1133,2556,2332,3165,1833,4210,1669,2164
CBLB,89,117,269,216,320,198,457,272,252
CBLC,0,8,8,6,6,4,13,8,13
CBLIF,0,2,6,2,3,6,4,18,6
CBLL1,322,431,1075,875,1168,790,1309,681,846
CBLL2,0,1,2,2,2,3,2,4,4
CBLN1,62,64,183,143,320,233,300,91,100
CBLN2,809,820,2079,1470,3331,1859,3671,1384,1011
CBLN3,49,40,154,108,234,111,203,97,101
CBLN4,301,254,830,722,1399,673,1317,409,623
CBR1,377,497,674,2096,1506,835,2623,968,1258
CBR3,16,18,40,33,66,42,59,28,46
CBR3-AS1,22,30,47,32,85,63,62,39,41
CBR4,206,199,645,631,834,622,989,397,559
CBS,918,1435,2876,2469,3925,2214,4826,2039,3297
CBWD1,43,59,104,111,163,134,188,111,118
CBWD2,33,57,198,171,223,165,282,82,119
CBWD3,4,7,19,14,12,5,17,8,11
CBWD5,15,27,60,36,59,47,79,47,45
CBWD6,1,3,1,3,2,4,2,1,0
CBX1,737,998,2513,2455,2864,2114,4103,1585,1975
CBX2,19,24,56,39,77,43,116,54,62
CBX3,311,400,1233,1089,1667,1179,1996,904,945
CBX3P2,2,4,27,16,18,13,23,4,27
CBX3P8,0,0,0,0,0,0,0,0,0
CBX4,403,505,1709,1543,1811,1136,2796,1128,1080
CBX5,2151,2498,6895,6012,11774,6177,12571,4613,7887
CBX6,9203,13671,28868,20133,40544,27393,46424,15750,27093
CBX7,5269,6519,13082,9024,15926,12982,18954,6322,10480
CBX8,31,53,112,135,145,116,212,93,90
CBY1,82,110,252,199,270,212,296,196,171
CBY1P1,0,0,0,0,0,1,0,0,0
CBY2,0,0,0,0,0,1,0,0,0
CBY3,6,13,20,16,15,6,13,25,13
CC2D1A,1330,1964,5125,3383,4820,3253,4850,3315,2874
CC2D1B,476,617,1186,1491,1470,942,2148,843,1176
CC2D2A,109,173,360,259,553,346,679,442,492
CC2D2B,3,2,9,8,9,4,14,7,12
CCAR1,518,719,2021,1473,2314,1427,2465,1587,1411
CCAR2,1138,1484,3737,2887,4214,2664,4355,2017,2343
CCBE1,137,265,681,441,766,457,759,437,513
CCDC102A,16,39,97,43,82,81,129,73,82
CCDC102B,37,46,204,113,183,144,294,149,166
CCDC103,0,0,0,0,0,0,0,0,0
CCDC105,1,1,3,4,4,1,1,5,5
CCDC106,768,1088,2530,1649,3698,2315,3532,1495,2230
CCDC107,6,6,17,14,26,17,27,15,20
CCDC110,29,38,131,63,198,136,128,104,94
CCDC112,110,173,523,353,633,387,757,379,399
CCDC113,255,326,1012,795,1321,840,1359,511,714
CCDC114,21,46,85,48,100,62,60,65,72
CCDC115,407,500,980,1078,1327,1090,1513,580,864
CCDC116,9,17,30,18,27,15,34,29,31
CCDC117,208,251,591,492,773,470,1110,1053,429
CCDC11P1,0,0,0,0,0,0,0,0,2
CCDC12,92,124,378,335,464,358,450,249,268
CCDC120,200,333,814,404,729,424,879,615,496
CCDC121,20,24,73,58,103,80,171,68,102
CCDC122,14,12,44,38,75,50,88,24,55
CCDC124,288,499,1222,1145,1765,1315,1599,807,990
CCDC125,63,90,184,201,229,206,324,169,202
CCDC126,78,100,297,284,290,285,353,199,190
CCDC127,342,485,976,954,1413,914,1620,696,804
CCDC13,39,44,66,52,98,61,126,81,78
CCDC13-AS1,12,15,21,32,38,17,78,21,34
CCDC130,205,285,723,659,764,492,923,603,627
CCDC134,27,34,45,64,61,34,122,49,64
CCDC136,1052,1147,2668,2317,4507,2762,3636,1617,1856
CCDC137,207,267,726,653,984,546,951,531,467
CCDC137P,1,0,1,0,2,0,2,9,0
CCDC138,49,53,206,143,196,135,283,192,152
CCDC14,172,235,670,491,675,446,1031,484,429
CCDC140,0,0,1,0,0,1,0,0,0
CCDC141,9,8,21,6,50,37,46,26,62
CCDC142,127,235,379,274,405,284,449,360,335
CCDC144A,105,90,590,165,325,213,395,420,363
CCDC144B,50,81,1321,279,662,351,626,707,560
CCDC144NL,16,19,51,23,51,21,36,28,21
CCDC146,52,75,237,131,298,219,370,250,257
CCDC148,44,84,209,138,319,226,350,172,214
CCDC148-AS1,2,1,5,2,2,5,11,1,1
CCDC149,646,842,1852,1507,2948,1895,2859,1181,1516
CCDC15,12,14,27,30,50,41,44,26,56
CCDC150,10,5,40,31,31,30,43,31,26
CCDC151,64,89,157,117,188,140,219,207,95
CCDC152,20,24,106,80,135,106,180,62,90
CCDC153,6,10,11,20,37,22,28,19,27
CCDC154,61,100,137,171,211,165,227,224,156
CCDC157,95,173,305,225,354,269,348,227,211
CCDC158,33,18,133,69,136,104,138,78,76
CCDC159,236,303,544,635,710,477,808,616,448
CCDC160,6,7,19,19,43,38,55,16,50
CCDC162P,4,12,35,21,38,22,22,36,16
CCDC166,2,2,7,5,11,3,15,3,3
CCDC167,30,46,78,100,165,87,127,69,63
CCDC168,0,3,14,3,6,4,4,40,13
CCDC169,4,4,9,13,17,29,15,5,14
CCDC169-SOHLH2,0,0,0,0,0,0,0,0,0
CCDC17,12,13,25,51,37,17,45,60,47
CCDC170,8,27,88,34,108,72,99,52,66
CCDC171,95,137,656,263,576,425,713,477,621
CCDC172,0,0,0,0,0,2,0,1,1
CCDC173,38,49,161,99,338,163,328,181,183
CCDC174,190,259,765,572,887,609,1113,584,669
CCDC175,5,3,35,10,33,45,44,48,28
CCDC177,55,72,211,104,360,195,394,134,154
CCDC178,8,7,19,21,35,27,32,15,28
CCDC179,2,0,6,0,2,2,3,3,2
CCDC18,31,45,186,99,157,121,183,166,171
CCDC180,39,52,169,106,152,108,177,158,99
CCDC181,98,119,480,228,542,390,540,341,280
CCDC182,0,0,1,0,0,0,0,2,2
CCDC183,45,57,132,180,132,88,195,111,96
CCDC183-AS1,71,58,143,84,152,88,191,87,152
CCDC184,772,784,1338,1394,3325,1680,2978,811,1316
CCDC185,5,3,5,11,5,7,12,3,3
CCDC186,506,572,2337,1297,2527,1703,3236,1617,1535
CCDC188,138,142,176,207,342,155,302,179,187
CCDC189,6,9,22,25,42,21,37,13,6
CCDC190,5,18,40,10,74,18,38,24,42
CCDC191,100,120,346,234,489,296,467,273,329
CCDC192,6,7,13,10,21,11,14,22,24
CCDC194,0,1,6,2,5,3,6,30,1
CCDC196,1,2,7,0,12,5,6,5,8
CCDC197,1,0,2,1,1,3,1,1,2
CCDC198,2,0,1,1,0,6,1,2,2
CCDC200,24,67,106,47,200,80,182,108,173
CCDC22,218,340,604,724,812,557,924,444,552
CCDC24,241,409,651,572,838,592,727,458,489
CCDC25,665,815,1945,1887,2965,2011,3084,1356,1312
CCDC26,0,0,1,0,0,2,1,1,4
CCDC27,6,2,13,6,18,15,22,12,21
CCDC28A,147,198,510,540,747,565,843,415,380
CCDC28B,45,67,120,104,196,134,238,121,149
CCDC3,892,1784,3012,2340,3712,3220,3793,1803,2092
CCDC30,137,255,833,362,891,672,911,841,575
CCDC32,161,226,842,428,749,490,888,555,448
CCDC33,3,6,27,9,19,26,21,8,11
CCDC34,47,83,272,172,376,235,335,168,172
CCDC34P1,0,0,1,0,0,1,0,0,1
CCDC37-DT,0,0,0,0,0,0,1,1,0
CCDC38,5,4,10,6,11,17,13,17,16
CCDC40,112,164,305,181,320,212,438,220,185
CCDC42,2,1,5,1,3,2,5,7,3
CCDC43,157,195,408,401,658,444,815,287,366
CCDC47,803,901,2470,2394,3040,1955,3826,1430,1729
CCDC50,386,340,1430,898,1409,912,2392,536,1343
CCDC51,101,149,289,257,344,312,334,204,227
CCDC54,1,1,3,5,10,0,9,9,8
CCDC57,470,749,1301,860,1551,990,1508,1077,876
CCDC58,17,15,71,42,77,48,81,42,49
CCDC59,35,50,240,143,250,189,290,209,179
CCDC6,1233,1726,3584,2899,5100,3839,5966,2393,2818
CCDC60,3,9,12,10,19,16,18,12,15
CCDC61,72,120,244,224,309,227,427,247,250
CCDC62,14,27,86,48,81,56,98,183,76
CCDC63,0,0,0,0,0,3,1,2,2
CCDC65,419,483,2299,1044,1599,1139,1589,1130,1204
CCDC66,147,174,699,370,585,483,724,698,483
CCDC68,107,53,173,151,291,259,319,115,135
CCDC69,194,227,503,411,739,504,821,310,505
CCDC7,7,22,177,53,198,196,323,329,188
CCDC70,0,0,3,1,0,1,0,0,4
CCDC71,87,130,328,271,361,272,441,147,276
CCDC71L,49,81,276,215,310,238,308,127,190
CCDC73,1,5,18,9,17,20,17,13,15
CCDC74A,69,146,290,161,186,212,337,165,173
CCDC74B,48,83,135,110,213,152,200,129,68
CCDC77,35,48,161,181,172,127,258,158,115
CCDC78,266,334,379,505,527,350,647,522,453
CCDC8,19,119,306,142,163,109,284,160,258
CCDC80,54,161,359,296,419,216,583,276,396
CCDC81,2,12,37,12,23,12,32,78,16
CCDC82,350,363,1219,1033,1630,1045,1964,916,1107
CCDC83,0,0,2,2,1,1,2,6,2
CCDC85A,230,229,515,362,811,527,973,315,387
CCDC85B,464,761,1675,1384,3175,2518,3279,1597,1798
CCDC85C,625,1093,1928,1441,3081,1680,3893,1218,3049
CCDC86,106,176,589,385,474,285,548,310,365
CCDC87,14,18,68,29,59,31,37,14,29
CCDC88A,2934,4149,11142,8521,11760,6568,19417,8551,9850
CCDC88B,164,417,437,656,647,541,1183,447,402
CCDC88C,150,183,571,326,627,251,758,324,449
CCDC89,6,8,3,9,21,10,31,4,16
CCDC9,343,466,1573,1004,1248,771,1242,1122,891
CCDC90B,152,206,556,556,801,566,1159,407,463
CCDC91,560,563,1881,1385,2386,1687,2536,1379,1522
CCDC92,2399,3132,8250,6237,9817,7183,8171,5145,4924
CCDC93,411,646,1331,1136,1477,923,1846,937,898
CCDC96,25,40,87,61,89,98,98,44,56
CCDC97,441,620,1423,1075,1612,884,1537,612,1337
CCDC9B,181,271,451,515,572,347,656,309,517
CCER1,0,0,2,0,0,4,0,0,1
CCER2,32,23,81,55,81,57,90,71,44
CCHCR1,244,332,706,542,806,491,679,497,510
CCIN,3,20,22,23,54,28,40,75,27
CCK,554,787,1492,1781,3088,2170,2930,1529,1386
CCKAR,1,4,6,7,4,7,14,5,8
CCKBR,853,899,1543,1387,2955,1711,2649,709,1476
CCL1,2,0,3,4,4,1,1,0,2
CCL11,0,0,0,0,0,0,0,0,0
CCL13,0,0,2,0,1,0,2,1,1
CCL17,3,4,9,3,5,1,3,18,1
CCL19,1,7,14,12,6,12,5,10,17
CCL2,9,15,147,111,25,8,102,138,15
CCL20,0,0,0,4,1,1,3,0,2
CCL21,1,2,4,3,2,0,2,7,4
CCL22,0,1,1,2,2,3,4,5,3
CCL24,0,0,1,0,0,1,0,1,1
CCL25,0,1,3,5,4,4,3,2,3
CCL26,0,0,0,0,0,2,2,3,4
CCL27,0,0,0,0,0,0,0,0,0
CCL28,18,29,102,67,125,72,95,67,47
CCL7,0,0,0,0,0,0,0,0,1
CCL8,1,0,1,1,2,3,3,0,2
CCM2,1281,1665,3735,3036,5379,4266,4575,2560,2911
CCM2L,47,69,140,76,174,152,234,110,153
CCN1,78,207,824,225,341,150,533,548,274
CCN2,355,529,1599,824,1797,761,2223,883,599
CCN3,519,874,1404,1475,1957,1299,2635,698,1004
CCN4,21,23,53,26,86,21,112,12,43
CCN5,14,33,47,132,108,29,91,62,91
CCN6,3,5,12,5,4,4,6,9,3
CCNA1,147,221,483,447,624,432,571,408,239
CCNA2,14,27,25,34,25,18,44,84,19
CCNB1,59,57,170,167,211,180,176,144,91
CCNB1IP1,228,255,746,542,681,687,820,761,502
CCNB2,14,12,15,18,21,16,50,14,38
CCNB2P1,0,0,1,1,2,3,0,4,4
CCNB3,14,13,27,59,46,30,83,18,38
CCNB3P1,1,1,3,4,1,0,0,2,8
CCNC,285,331,1024,934,1154,891,1462,696,705
CCND1,336,393,951,870,1561,846,2902,351,1820
CCND2,2358,2729,6843,5990,8334,6385,10919,3371,4733
CCND2-AS1,4,1,9,3,9,4,11,16,3
CCND3,1163,1737,3312,2884,4029,2843,4020,2339,2416
CCND3P1,0,1,1,3,2,1,0,0,5
CCND3P2,0,0,2,0,0,0,0,0,0
CCNDBP1,422,530,929,1007,1404,1179,1621,794,745
CCNE1,33,27,106,104,131,136,121,60,64
CCNE2,22,28,60,76,59,38,173,65,72
CCNF,169,333,682,434,720,542,600,521,425
CCNG1,267,330,830,713,841,704,1053,807,683
CCNG1P1,0,0,0,0,0,0,0,0,0
CCNG2,394,549,1599,1347,1851,1299,2258,1189,1139
CCNG2P1,1,0,2,0,0,2,1,2,1
CCNH,182,191,661,524,766,470,871,393,478
CCNHP1,0,0,0,0,2,1,0,0,3
CCNI,5451,5722,15092,13963,24203,21089,26082,11828,12119
CCNI2,82,78,195,157,205,97,222,222,143
CCNJ,37,57,162,83,146,115,251,83,175
CCNJL,28,46,98,103,149,65,150,82,98
CCNK,163,243,814,616,747,380,931,617,590
CCNL1,184,242,921,724,543,420,986,797,500
CCNL2,841,1207,2620,2363,2735,1833,3436,2152,1770
CCNO,33,48,129,81,257,89,191,100,86
CCNP,13,17,32,30,45,35,49,82,25
CCNT1,292,306,841,732,1026,620,1385,671,701
CCNT2,454,514,1669,1166,1450,1082,2044,1116,945
CCNY,1335,1791,3790,3609,5923,4252,7332,2527,3231
CCNYL1,109,170,453,336,417,244,545,228,351
CCNYL2,10,9,50,14,35,19,20,20,14
CCNYL6,1,2,3,3,10,2,10,11,3
CCNYL7,9,11,21,7,19,8,12,16,23
CCP110,1012,1265,2525,2616,3279,2151,5412,2375,2691
CCPG1,150,180,523,339,516,332,651,398,326
CCR1,3,10,40,196,37,13,141,43,35
CCR10,24,25,78,59,68,45,64,85,35
CCR2,1,1,2,0,0,3,2,1,1
CCR3,0,0,1,0,2,1,0,0,3
CCR4,0,1,0,0,0,5,1,2,5
CCR5,1,1,9,35,10,5,21,8,5
CCR6,0,1,4,1,2,1,0,2,2
CCR7,4,5,20,24,12,4,20,20,14
CCR8,0,0,0,1,2,1,0,0,2
CCR9,3,1,5,0,8,1,5,2,4
CCRL2,7,7,29,22,26,13,33,21,17
CCS,296,526,960,885,1260,743,1162,730,688
CCSAP,1074,1228,3077,2897,4380,3005,5111,2618,2051
CCSER1,58,46,114,82,195,122,195,85,94
CCSER2,1656,1832,7316,5515,8350,6027,9974,4806,5132
CCT2,785,949,2473,2390,3017,2283,3608,2040,1734
CCT3,1325,1856,4272,4013,5192,3711,5048,3979,3128
CCT3P1,0,0,0,0,0,1,0,1,2
CCT4,829,1013,1956,2303,3269,2226,4068,2515,1674
CCT4P2,23,27,48,37,41,31,53,42,36
CCT5,467,582,1636,1618,2122,1419,2400,1610,1040
CCT5P1,0,0,0,3,1,1,2,0,1
CCT5P2,0,0,0,0,0,2,0,0,2
CCT6A,942,1182,2930,2794,3615,2858,4222,2521,1923
CCT6B,14,15,60,43,65,32,82,38,65
CCT6P2,2,1,2,3,1,5,1,3,2
CCT6P3,17,35,108,89,98,59,127,113,82
CCT7,1496,2122,4457,4816,6785,4591,6024,3054,3687
CCT7P1,2,10,15,8,18,25,15,10,15
CCT7P2,2,0,2,1,5,1,4,0,3
CCT8,685,919,2497,1925,2602,2050,2670,1841,1357
CCT8L1P,2,0,3,0,1,1,1,0,3
CCT8L2,1,1,1,0,4,0,1,1,4
CCT8P1,10,8,34,15,24,24,54,9,37
CCZ1,47,50,147,127,146,103,217,79,113
CCZ1B,36,50,103,104,144,86,132,181,110
CCZ1P,24,39,74,74,88,60,87,99,63
CD101,20,10,42,27,52,40,51,19,26
CD109,60,72,248,113,182,138,276,78,204
CD14,30,44,208,1097,154,98,271,146,161
CD151,330,690,1310,1081,1278,910,1348,974,1037
CD160,3,4,16,5,18,16,18,29,23
CD163,60,112,38,105,125,91,127,48,31
CD163L1,39,54,77,63,127,95,99,56,59
CD164,630,693,1844,2185,2250,1559,3174,1595,1557
CD164L2,3,5,10,10,17,5,8,10,7
CD177,3,3,4,30,8,4,17,3,8
CD180,3,4,14,38,8,5,33,25,24
CD19,3,3,4,9,6,9,10,16,10
CD1A,0,0,2,0,0,6,0,1,3
CD1B,0,0,0,0,0,0,0,0,0
CD1C,0,0,0,0,0,1,0,0,2
CD1D,3,1,5,5,7,2,9,6,6
CD1E,0,0,0,0,0,1,0,0,2
CD2,1,1,0,3,0,2,0,0,6
CD200,1276,1410,3360,3283,4608,3295,4850,2149,2067
