symbol,SL31505,SL31508,SL32268,SL6670,SL7380
LOC100127986,3,2,2,1,2
LOC100128006,9,8,8,8,12
LOC100128007,11,22,25,23,21
LOC100128059,0,0,0,0,0
LOC100128108,5,9,6,14,17
LOC100128164,4,9,9,9,9
LOC100128210,0,0,0,0,0
LOC100128248,1,2,2,1,4
LOC100128293,0,0,0,0,0
LOC100128310,9,11,4,4,33
LOC100128317,0,0,0,0,0
LOC100128325,4,6,4,8,2
LOC100128334,0,0,0,1,0
LOC100128362,3,2,0,2,1
LOC100128373,0,0,0,0,0
LOC100128398,512,473,676,753,1211
LOC100128494,26,13,25,48,28
LOC100128523,0,0,0,0,0
LOC100128568,8,11,9,23,18
LOC100128601,0,0,1,2,1
LOC100128610,0,0,0,0,0
LOC100128655,0,0,0,0,0
LOC100128674,0,0,0,2,0
LOC100128770,9,7,13,25,12
LOC100128803,0,0,0,0,0
LOC100128833,0,0,0,0,0
LOC100128865,0,0,0,5,0
LOC100128882,20,56,41,80,73
LOC100128906,1,3,1,2,1
LOC100128939,0,0,0,1,0
LOC100129078,0,1,0,0,0
LOC100129129,86,116,146,154,234
LOC100129135,0,1,4,1,0
LOC100129138,0,0,0,0,2
LOC100129144,0,0,0,0,0
LOC100129175,0,2,3,1,3
LOC100129215,65,95,89,101,146
LOC100129276,0,1,0,1,2
LOC100129291,0,0,0,0,1
LOC100129344,0,0,0,0,0
LOC100129367,0,0,1,0,0
LOC100129404,1,5,0,1,0
LOC100129422,0,0,0,0,0
LOC100129434,54,28,29,67,69
LOC100129456,0,0,0,1,0
LOC100129457,0,0,0,0,0
LOC100129484,54,49,75,71,68
LOC100129527,0,0,0,0,0
LOC100129534,70,82,122,153,184
LOC100129540,18,6,11,12,22
LOC100129554,0,0,0,0,0
LOC100129573,4,1,5,7,3
LOC100129589,0,0,0,0,0
LOC100129601,0,0,0,0,0
LOC100129607,0,0,0,0,0
LOC100129620,20,26,11,41,79
LOC100129667,0,0,0,1,0
LOC100129697,24,78,53,99,120
LOC100129707,0,2,1,2,2
LOC100129776,1,1,0,0,0
LOC100129844,1,2,0,1,0
LOC100129847,0,0,0,0,0
LOC100129878,11,4,9,28,29
LOC100129917,98,103,88,317,271
LOC100129923,0,0,0,0,0
LOC100129931,7,9,10,18,19
LOC100129935,6,1,0,1,0
LOC100129947,0,0,0,0,0
LOC100129949,0,0,0,0,0
LOC100130018,0,0,0,4,0
LOC100130044,0,0,0,3,1
LOC100130072,1,2,1,0,1
LOC100130111,21,29,82,34,50
LOC100130121,0,0,1,0,1
LOC100130137,0,0,0,0,0
LOC100130177,0,0,0,0,0
LOC100130203,0,0,0,0,0
LOC100130268,1,1,1,1,1
LOC100130326,0,0,0,0,0
LOC100130331,0,1,2,0,0
LOC100130357,135,165,107,551,251
LOC100130370,477,263,974,1421,753
LOC100130449,183,269,218,318,352
LOC100130548,7,24,16,18,22
LOC100130550,0,0,2,7,9
LOC100130587,55,95,133,156,98
LOC100130602,0,0,0,0,1
LOC100130612,0,0,0,0,0
LOC100130620,1,0,0,0,0
LOC100130664,3,3,2,3,3
LOC100130691,93,59,81,96,142
LOC100130714,0,1,2,2,1
LOC100130731,0,0,0,0,0
LOC100130748,0,0,0,0,1
LOC100130760,1,5,4,3,1
LOC100130801,0,0,0,1,1
LOC100130849,0,0,0,0,0
LOC100130861,0,0,0,0,0
LOC100130881,23,24,35,40,23
LOC100130950,93,88,140,164,128
LOC100131011,0,0,0,1,0
LOC100131041,0,1,1,1,1
LOC100131080,0,0,0,0,0
LOC100131216,0,0,0,0,0
LOC100131264,0,0,2,3,1
LOC100131315,5,2,60,4,5
LOC100131348,0,0,0,1,0
LOC100131425,0,0,0,0,0
LOC100131441,1,0,0,0,0
LOC100131465,6,6,2,27,19
LOC100131471,52,22,23,43,88
LOC100131496,22,23,20,34,39
LOC100131553,0,0,0,0,1
LOC100131557,1,0,0,1,4
LOC100131635,3,0,3,7,1
LOC100131685,0,1,0,0,0
LOC100131736,0,0,0,1,1
LOC100131779,0,0,0,0,0
LOC100131785,1,0,7,4,1
LOC100131939,6,4,4,10,16
LOC100131950,1,0,2,4,1
LOC100132078,0,1,0,2,0
LOC100132126,0,0,0,0,0
LOC100132172,2,1,1,2,3
LOC100132202,0,0,0,0,0
LOC100132215,14,10,30,10,18
LOC100132242,0,0,0,0,0
LOC100132280,0,1,1,1,1
LOC100132524,0,0,0,0,0
LOC100132609,0,0,0,0,0
LOC100132647,0,0,1,1,0
LOC100132659,0,0,0,1,0
LOC100132669,0,0,0,0,0
LOC100132686,1,2,0,5,1
LOC100132698,0,0,0,0,0
LOC100132723,0,0,0,2,0
LOC100132762,0,0,1,0,3
LOC100132857,0,0,1,1,1
LOC100133029,0,0,1,1,0
LOC100133077,48,50,60,155,65
LOC100133091,120,65,114,147,132
LOC100133102,0,0,0,0,0
LOC100133127,0,0,0,0,0
LOC100133137,0,0,0,0,1
LOC100133225,0,0,0,0,0
LOC100133286,7,8,4,14,14
LOC100133315,31,27,40,58,58
LOC100133316,0,0,0,0,0
LOC100134391,0,2,4,0,1
LOC100144595,20,9,15,32,49
LOC100192426,2,1,3,7,7
LOC100240735,1,4,4,9,4
LOC100268168,40,21,25,18,42
LOC100286922,0,0,0,0,0
LOC100286946,0,0,4,7,1
LOC100286958,0,0,0,0,0
LOC100286962,2,0,0,2,1
LOC100286997,6,5,13,18,10
LOC100287014,1,1,0,2,0
LOC100287015,123,106,145,153,214
LOC100287036,10,8,6,8,5
LOC100287042,81,117,91,107,151
LOC100287049,7,9,5,7,10
LOC100287148,2,1,1,4,0
LOC100287335,0,0,0,0,0
LOC100287355,0,0,1,0,0
LOC100287430,0,1,0,3,2
LOC100287498,0,0,0,0,0
LOC100287539,0,0,0,0,0
LOC100287704,0,0,0,0,0
LOC100287792,0,3,0,0,1
LOC100287837,7,3,15,8,5
LOC100287840,0,1,0,1,0
LOC100287856,6,5,9,10,14
LOC100287896,195,171,215,330,510
LOC100287944,3,8,0,17,11
LOC100288001,8,15,21,22,33
LOC100288073,6,1,4,4,6
LOC100288097,9,3,0,6,6
LOC100288123,83,121,182,280,115
LOC100288146,0,0,0,0,0
LOC100288175,40,41,105,157,79
LOC100288208,0,1,1,2,5
LOC100288233,0,0,0,0,0
LOC100288241,0,0,0,0,0
LOC100288416,0,0,0,0,0
LOC100288484,0,0,0,0,0
LOC100288510,0,1,1,0,0
LOC100288570,0,0,0,0,0
LOC100288637,61,26,95,41,40
LOC100288724,0,0,0,0,0
LOC100288728,1,0,0,2,1
LOC100288748,0,1,1,0,0
LOC100288771,0,0,0,1,0
LOC100288803,3,3,3,3,5
LOC100288846,6,15,21,17,31
LOC100288853,0,0,0,0,0
LOC100288866,1,2,2,0,3
LOC100289037,0,1,0,0,0
LOC100289091,0,0,0,0,0
LOC100289118,0,0,0,0,0
LOC100289350,7,3,8,5,6
LOC100289361,0,1,0,0,0
LOC100289416,0,0,0,0,0
LOC100289473,54,53,85,148,104
LOC100289518,33,41,44,109,106
LOC100289561,5,3,6,8,4
LOC100289568,0,0,0,0,0
LOC100289656,3,0,4,2,1
LOC100294713,0,0,1,4,1
LOC100310782,0,0,0,0,0
LOC100379224,10,15,8,8,28
LOC100418710,1,0,2,0,0
LOC100418712,0,0,0,0,0
LOC100418723,9,12,18,30,22
LOC100418768,0,0,0,0,0
LOC100418874,13,7,31,46,22
LOC100418885,0,0,0,0,0
LOC100418888,0,0,5,0,0
LOC100418956,0,0,0,0,1
LOC100418959,0,1,1,0,0
LOC100418961,0,0,0,0,0
LOC100418965,0,0,1,2,1
LOC100419016,1,0,0,0,0
LOC100419045,0,0,1,0,0
LOC100419046,4,3,3,6,6
LOC100419058,1,4,4,1,3
LOC100419073,3,1,0,8,7
LOC100419092,0,0,0,6,1
LOC100419154,0,0,0,0,0
LOC100419170,16,8,10,9,7
LOC100419293,0,0,2,0,0
LOC100419318,2,2,1,5,4
LOC100419319,0,0,0,0,0
LOC100419356,1,3,1,1,0
LOC100419366,0,0,0,4,0
LOC100419436,26,35,45,30,85
LOC100419447,0,0,0,1,0
LOC100419503,9,3,3,6,14
LOC100419506,4,5,10,16,11
LOC100419512,0,0,0,0,2
LOC100419513,0,0,1,0,0
LOC100419562,2,1,2,7,2
LOC100419570,1,7,6,14,9
LOC100419572,1,5,1,1,1
LOC100419574,12,7,1,9,12
LOC100419616,0,0,2,1,0
LOC100419624,0,0,0,0,0
LOC100419642,0,0,0,1,0
LOC100419644,0,0,0,0,0
LOC100419654,1,0,0,1,2
LOC100419668,6,6,3,25,8
LOC100419679,1,1,1,6,4
LOC100419684,0,0,0,2,0
LOC100419685,0,0,0,0,0
LOC100419691,0,0,0,1,3
LOC100419693,0,0,0,0,0
LOC100419700,10,10,7,9,7
LOC100419701,0,0,0,0,0
LOC100419704,0,1,1,4,7
LOC100419713,0,0,0,0,0
LOC100419739,0,0,0,0,0
LOC100419755,10,6,9,42,16
LOC100419761,1,0,0,0,1
LOC100419784,0,0,0,0,0
LOC100419786,0,3,0,1,4
LOC100419791,0,0,0,0,0
LOC100419806,3,0,2,2,6
LOC100419811,0,0,0,0,0
LOC100419812,0,0,0,0,0
LOC100419824,4,2,6,7,6
LOC100419831,43,38,61,61,64
LOC100419847,3,0,0,2,0
LOC100419851,2,4,5,3,7
LOC100419859,0,0,0,0,0
LOC100419861,0,0,0,0,0
LOC100419877,2,0,0,0,0
LOC100419894,4,1,2,5,1
LOC100419912,0,0,0,0,0
LOC100419923,1,2,2,4,4
LOC100419928,16,15,18,45,28
LOC100419932,0,0,0,0,0
LOC100419960,0,0,0,0,0
LOC100419967,0,0,0,0,0
LOC100419977,1,2,0,0,1
LOC100420008,0,0,0,0,0
LOC100420011,2,3,0,7,3
LOC100420018,3,2,1,6,2
LOC100420019,0,0,0,0,0
LOC100420020,2,7,2,17,11
LOC100420027,1,0,3,1,4
LOC100420048,0,0,0,1,2
LOC100420050,1,1,2,5,9
LOC100420052,1,1,6,2,1
LOC100420053,8,1,4,8,5
LOC100420057,1,2,1,1,1
LOC100420066,2,3,2,4,3
LOC100420096,1,0,0,0,0
LOC100420119,0,0,3,2,0
LOC100420122,0,0,0,0,0
LOC100420127,0,0,0,0,0
LOC100420166,0,1,0,0,1
LOC100420170,0,0,0,0,0
LOC100420186,3,3,4,11,8
LOC100420205,0,0,0,0,0
LOC100420211,0,0,0,0,0
LOC100420214,0,0,0,1,0
LOC100420226,0,0,1,0,2
LOC100420228,0,0,0,0,0
LOC100420247,0,0,0,0,3
LOC100420254,1,6,0,4,3
LOC100420298,0,0,1,1,2
LOC100420320,0,1,3,1,1
LOC100420321,0,0,0,0,0
LOC100420323,0,0,0,0,0
LOC100420324,0,0,1,0,0
LOC100420325,0,0,0,0,0
LOC100420336,0,0,0,1,1
LOC100420347,0,0,1,2,1
LOC100420385,0,0,0,0,0
LOC100420403,0,0,0,0,0
LOC100420423,37,22,43,104,39
LOC100420424,0,0,0,0,0
LOC100420430,0,0,0,0,0
LOC100420466,0,1,0,0,1
LOC100420514,2,6,4,7,7
LOC100420531,0,1,0,0,1
LOC100420532,2,1,4,0,0
LOC100420534,0,0,0,0,0
LOC100420540,0,0,0,0,0
LOC100420541,0,0,0,0,0
LOC100420545,0,0,0,1,0
LOC100420551,0,0,0,0,0
LOC100420572,0,3,0,1,1
LOC100420580,1,2,7,8,13
LOC100420583,2,2,1,0,2
LOC100420642,1,0,0,5,1
LOC100420647,0,0,0,0,0
LOC100420658,2,0,1,1,0
LOC100420680,1,5,2,3,12
LOC100420683,0,0,0,0,0
LOC100420707,1,3,0,1,1
LOC100420746,0,0,0,0,0
LOC100420765,1,0,0,1,0
LOC100420775,0,0,0,0,0
LOC100420790,2,0,0,0,0
LOC100420800,18,8,17,37,17
LOC100420801,0,0,1,1,2
LOC100420839,7,4,4,10,7
LOC100420845,0,0,0,0,0
LOC100420863,0,0,0,0,0
LOC100420864,9,3,6,6,21
LOC100420869,13,10,18,17,17
LOC100420872,0,0,0,0,0
LOC100420880,0,2,0,2,2
LOC100420899,5,1,5,5,2
LOC100420939,2,3,1,2,3
LOC100420944,0,0,0,0,0
LOC100420981,35,31,39,80,47
LOC100420983,0,0,0,0,0
LOC100421009,0,0,0,0,0
LOC100421023,2,3,4,4,3
LOC100421028,9,3,11,15,12
LOC100421074,1,2,2,1,2
LOC100421087,0,0,1,0,0
LOC100421091,8,5,6,12,7
LOC100421093,0,0,0,1,0
LOC100421094,6,22,22,33,60
LOC100421100,26,22,33,55,27
LOC100421116,0,1,4,0,0
LOC100421122,0,1,2,2,1
LOC100421126,0,0,1,0,0
LOC100421141,0,0,0,0,0
LOC100421142,0,0,0,0,0
LOC100421154,0,4,0,3,4
LOC100421160,5,3,12,6,7
LOC100421165,0,0,0,0,0
LOC100421173,34,32,61,76,49
LOC100421201,0,0,4,1,4
LOC100421202,0,0,0,0,0
LOC100421238,0,0,0,1,1
LOC100421246,1,0,0,2,3
LOC100421257,0,0,0,0,0
LOC100421259,0,0,0,0,0
LOC100421273,23,22,20,43,46
LOC100421294,0,0,0,0,0
LOC100421308,0,0,0,0,0
LOC100421336,1,0,3,1,3
LOC100421343,0,0,0,0,0
LOC100421347,0,0,1,0,0
LOC100421364,2,3,2,1,6
LOC100421385,0,2,0,1,0
LOC100421386,0,0,0,0,0
LOC100421387,1,1,4,3,2
LOC100421400,2,2,0,0,0
LOC100421402,2,2,7,8,12
LOC100421465,1,1,3,3,0
LOC100421468,1,2,1,3,2
LOC100421508,0,13,4,3,7
LOC100421511,4,3,3,22,14
LOC100421527,0,0,0,0,1
LOC100421548,0,0,0,0,0
LOC100421558,0,1,1,1,1
LOC100421580,0,0,0,0,0
LOC100421611,0,0,0,0,0
LOC100421620,1,0,1,1,2
LOC100421622,1,2,2,3,4
LOC100421646,2,1,5,2,8
LOC100421651,1,0,0,0,0
LOC100421658,0,0,0,0,0
LOC100421664,25,23,27,86,35
LOC100421670,3,6,2,4,5
LOC100421672,0,0,0,0,0
LOC100421673,0,3,0,0,0
LOC100421684,0,0,0,0,0
LOC100421692,1,0,2,0,0
LOC100421746,0,0,0,0,0
LOC100421751,0,0,0,0,0
LOC100421775,0,0,0,3,4
LOC100421782,0,0,0,0,0
LOC100421787,0,0,0,0,0
LOC100421808,0,0,0,0,0
LOC100421817,0,0,0,0,0
LOC100421840,0,1,1,0,0
LOC100421842,0,0,0,0,0
LOC100421870,0,0,0,0,0
LOC100421901,0,0,0,0,0
LOC100421910,0,0,0,0,0
LOC100421985,0,0,0,0,0
LOC100422020,0,0,0,0,0
LOC100422022,0,0,0,0,0
LOC100422024,0,0,0,0,0
LOC100422044,0,3,4,5,1
LOC100422053,0,1,2,1,1
LOC100422106,0,0,0,1,0
LOC100422188,1,0,0,0,0
LOC100422189,0,0,0,0,0
LOC100422190,0,0,0,0,0
LOC100422204,1,4,8,10,4
LOC100422225,11,11,11,37,22
LOC100422263,0,0,0,0,0
LOC100422267,3,3,2,2,2
LOC100422274,0,0,0,0,0
LOC100422287,2,1,3,9,6
LOC100422300,1,1,0,21,6
LOC100422317,17,9,15,51,33
LOC100422319,0,0,0,0,0
LOC100422325,0,0,0,2,0
LOC100422334,1,1,0,0,0
LOC100422376,0,0,0,1,0
LOC100422382,12,6,14,20,39
LOC100422398,0,0,0,0,0
LOC100422399,0,0,0,0,0
LOC100422418,0,0,0,0,0
LOC100422449,0,0,0,0,0
LOC100422453,0,0,0,0,0
LOC100422491,0,0,1,0,1
LOC100422492,0,0,0,2,3
LOC100422493,2,1,4,1,2
LOC100422497,2,2,2,0,3
LOC100422513,0,1,1,0,1
LOC100422519,0,0,0,0,0
LOC100422528,0,0,0,0,0
LOC100422529,0,0,0,0,0
LOC100422548,0,0,0,0,0
LOC100422549,0,0,0,0,0
LOC100422559,0,0,0,0,0
LOC100422562,2,0,1,9,13
LOC100422564,0,0,0,0,0
LOC100422587,0,0,0,0,0
LOC100422614,0,0,0,0,0
LOC100422622,1,1,5,7,6
LOC100422627,22,35,29,69,44
LOC100422633,0,0,0,0,0
LOC100422637,0,0,0,0,0
LOC100422638,0,0,0,0,0
LOC100422639,0,0,0,0,0
LOC100422640,0,0,0,0,0
LOC100422641,0,0,0,0,0
LOC100422671,1,9,2,10,4
LOC100422685,0,0,0,1,0
LOC100422687,6,2,5,14,13
LOC100502572,0,0,1,3,1
LOC100505501,47,31,160,85,153
LOC100505549,14,6,11,11,15
LOC100505588,2,4,51,5,10
LOC100505622,4,3,2,6,2
LOC100505664,0,0,1,0,6
LOC100505685,1,0,0,0,3
LOC100505715,70,81,76,289,267
LOC100505716,35,17,30,46,44
LOC100505774,31,14,35,30,28
LOC100505782,0,0,0,0,0
LOC100505797,13,37,52,75,58
LOC100505841,0,1,3,0,4
LOC100505851,0,1,2,1,2
LOC100505915,11,5,6,4,18
LOC100505978,18,11,14,20,31
LOC100505985,0,0,0,0,0
LOC100506071,33,75,32,110,63
LOC100506083,31,7,27,18,20
LOC100506098,0,0,3,1,0
LOC100506100,51,43,33,89,84
LOC100506178,3,4,2,17,31
LOC100506224,1,0,0,3,0
LOC100506258,45,33,75,87,102
LOC100506271,15,30,14,56,43
LOC100506274,23,22,19,59,24
LOC100506281,16,16,21,37,17
LOC100506282,45,39,46,113,88
LOC100506289,6,3,6,0,3
LOC100506302,32,43,62,151,139
LOC100506321,8,8,10,28,16
LOC100506405,2,1,0,6,4
LOC100506406,0,0,0,0,1
LOC100506411,102,147,86,350,447
LOC100506444,0,0,1,1,2
LOC100506474,7,9,18,14,27
LOC100506489,0,0,0,3,1
LOC100506497,146,67,126,359,275
LOC100506551,29,47,52,141,40
LOC100506606,70,146,67,255,319
LOC100506675,0,1,0,1,1
LOC100506682,0,0,0,1,0
LOC100506688,33,1,8,5,6
LOC100506691,7,28,28,21,30
LOC100506725,261,89,352,371,412
LOC100506790,0,0,0,1,0
LOC100506869,0,1,0,0,0
LOC100506911,0,0,0,0,1
LOC100506937,0,0,0,0,0
LOC100507053,10,6,19,9,16
LOC100507071,21,23,39,42,39
LOC100507144,0,3,7,0,4
LOC100507156,7,18,23,28,19
LOC100507250,5,3,4,7,15
LOC100507283,161,172,140,322,294
LOC100507291,41,56,43,83,125
LOC100507334,2,1,0,2,3
LOC100507336,110,15,31,56,78
LOC100507373,166,142,251,263,224
LOC100507384,0,0,0,4,1
LOC100507389,0,0,1,1,2
LOC100507403,3,0,1,1,1
LOC100507437,283,209,313,569,532
LOC100507464,0,0,0,0,0
LOC100507477,2,2,2,1,2
LOC100507516,29,13,27,26,90
LOC100507551,94,54,141,194,134
LOC100507564,14,8,17,22,26
LOC100507642,74,96,58,46,84
LOC100533622,0,0,0,0,0
LOC100533628,0,0,0,2,2
LOC100533629,2,0,2,2,1
LOC100533631,2,1,4,1,2
LOC100533634,0,0,0,0,0
LOC100533653,0,0,0,0,0
LOC100533667,0,0,0,0,0
LOC100533669,0,0,0,0,0
LOC100533670,0,0,0,0,0
LOC100533677,0,0,0,0,0
LOC100533679,1,0,0,2,1
LOC100533706,0,0,0,0,0
LOC100533708,0,0,0,0,0
LOC100533723,0,0,0,0,0
LOC100533787,1,2,0,0,0
LOC100533848,3,2,1,1,1
LOC100533852,0,0,2,0,0
LOC100631242,6,2,1,6,4
LOC100631243,0,0,0,0,0
LOC100631258,2,0,0,1,1
LOC100652792,1,0,1,1,1
LOC100652833,0,2,0,0,0
LOC100652960,0,0,0,1,0
LOC100652967,13,4,5,22,12
LOC100652999,2,5,4,2,5
LOC100859919,1,4,6,2,3
LOC100887072,10,8,10,26,22
LOC100967223,0,0,0,0,0
LOC100996263,0,0,0,0,0
LOC100996288,5,1,5,12,13
LOC100996318,4,9,6,13,13
LOC100996333,9,17,38,33,52
LOC100996351,2,6,6,10,10
LOC100996384,1,0,0,3,1
LOC100996385,51,42,67,156,112
LOC100996404,1,1,0,6,4
LOC100996419,40,41,40,52,96
LOC100996442,2,3,2,8,5
LOC100996447,0,0,0,2,1
LOC100996583,0,3,2,5,7
LOC100996643,0,2,3,6,2
LOC100996670,3,8,9,7,7
LOC100996671,0,1,0,0,3
LOC100996696,0,0,0,0,1
LOC100996842,117,107,238,213,176
LOC101059948,0,0,2,2,4
LOC101059974,0,1,0,0,0
LOC101059997,0,0,0,0,1
LOC101060000,0,0,0,0,0
LOC101060021,0,1,0,0,0
LOC101060035,0,0,0,0,1
LOC101060042,0,0,0,0,0
LOC101060067,0,0,0,0,0
LOC101060119,0,0,0,0,0
LOC101060158,0,0,0,0,0
LOC101060164,0,0,0,0,0
LOC101060199,0,0,0,1,0
LOC101559451,1,0,0,4,2
LOC101926892,1,0,0,2,2
LOC101926908,1,1,3,2,2
LOC101926913,20,23,13,34,51
LOC101926933,25,15,21,22,39
LOC101926934,3,9,5,9,6
LOC101926943,25,29,36,72,46
LOC101926956,0,2,0,3,1
LOC101926964,25,20,30,62,55
LOC101926977,16,19,19,37,42
LOC101926993,0,0,0,0,0
LOC101927018,4,6,11,7,13
LOC101927020,0,0,0,0,0
LOC101927023,0,0,0,4,0
LOC101927026,11,3,6,3,11
LOC101927039,4,3,4,4,5
LOC101927040,29,19,8,39,36
LOC101927060,339,405,338,471,646
LOC101927124,34,27,43,73,80
LOC101927131,1,0,2,0,1
LOC101927136,0,0,1,2,0
LOC101927141,0,0,1,0,0
LOC101927143,28,16,9,34,31
LOC101927151,127,111,146,559,346
LOC101927159,4,2,3,13,5
LOC101927164,13,9,4,9,19
LOC101927188,0,1,0,0,2
LOC101927189,1,0,8,1,0
LOC101927227,3,2,5,9,5
LOC101927237,5,4,9,11,23
LOC101927253,0,0,0,0,0
LOC101927267,0,1,1,2,2
LOC101927310,1,0,1,2,1
LOC101927314,48,87,82,91,181
LOC101927318,2,1,2,3,7
LOC101927322,2,3,1,2,3
LOC101927354,6,7,6,10,22
LOC101927358,1,0,0,0,0
LOC101927359,197,183,193,328,819
LOC101927377,15,12,17,21,24
LOC101927378,0,0,0,0,0
LOC101927392,3,1,0,5,3
LOC101927402,34,36,40,73,113
LOC101927410,2,0,3,0,0
LOC101927418,1,6,2,3,9
LOC101927420,15,13,37,15,38
LOC101927434,3,2,0,4,1
LOC101927450,0,0,1,0,0
LOC101927468,12,15,26,12,36
LOC101927476,0,0,2,0,0
LOC101927495,0,4,3,7,4
LOC101927502,3,8,10,8,16
LOC101927513,2,0,0,0,0
LOC101927531,3,1,12,4,0
LOC101927533,14,18,26,34,31
LOC101927539,3,8,8,12,14
LOC101927543,1,1,4,5,3
LOC101927551,4,5,4,14,12
LOC101927556,13,6,20,13,13
LOC101927557,0,2,3,2,1
LOC101927560,15,19,20,79,77
LOC101927571,0,0,0,0,1
LOC101927572,3,1,2,6,1
LOC101927575,0,0,1,4,7
LOC101927588,3,0,2,0,2
LOC101927620,9,6,9,11,14
LOC101927635,1,2,1,2,5
LOC101927636,1,4,3,11,12
LOC101927657,0,0,0,0,0
LOC101927661,0,2,1,0,0
LOC101927666,0,3,2,0,2
LOC101927690,0,0,0,1,2
LOC101927692,33,36,53,67,100
LOC101927702,6,6,11,16,12
LOC101927708,5,1,6,12,11
LOC101927727,4,4,7,13,11
LOC101927745,14,1,7,2,2
LOC101927751,61,182,189,65,358
LOC101927752,238,182,462,575,840
LOC101927760,7,1,10,13,18
LOC101927762,3,3,6,3,2
LOC101927769,0,0,0,0,0
LOC101927787,0,0,1,0,1
LOC101927793,35,44,32,58,48
LOC101927798,0,0,0,2,0
LOC101927811,7,11,21,25,28
LOC101927815,10,1,9,15,15
LOC101927822,0,0,5,1,8
LOC101927827,0,0,0,1,2
LOC101927837,119,99,137,295,166
LOC101927839,2,5,0,13,6
LOC101927845,0,1,0,0,3
LOC101927851,1,0,1,0,0
LOC101927855,2,3,6,6,2
LOC101927870,5,7,4,8,5
LOC101927884,0,4,0,2,0
LOC101927888,0,0,0,0,0
LOC101927908,1,0,1,7,2
LOC101927911,5,12,11,15,15
LOC101927914,4,5,1,5,8
LOC101927948,8,0,15,9,6
LOC101927950,6,3,7,12,10
LOC101927964,0,0,0,0,1
LOC101927972,9,8,7,18,7
LOC101927974,20,15,37,41,31
LOC101927989,11,14,18,22,36
LOC101927993,1,0,0,0,0
LOC101928002,8,4,14,19,19
LOC101928008,1,0,0,0,2
LOC101928009,0,0,0,0,3
LOC101928012,1,2,0,1,1
LOC101928035,2,7,4,7,14
LOC101928052,0,1,0,2,1
LOC101928053,89,99,73,147,165
LOC101928058,88,52,168,139,98
LOC101928063,18,20,16,19,51
LOC101928069,45,54,98,100,110
LOC101928075,1,4,5,0,10
LOC101928093,0,0,1,0,0
LOC101928107,5,3,5,3,3
LOC101928118,28,56,47,83,94
LOC101928120,5,12,7,4,7
LOC101928174,100,117,53,265,189
LOC101928201,0,0,0,0,0
LOC101928222,8,8,15,5,16
LOC101928228,0,1,3,5,2
LOC101928251,8,4,45,0,4
LOC101928253,0,0,0,0,0
LOC101928254,5,1,1,7,4
LOC101928266,16,21,26,18,13
LOC101928295,2,2,10,7,11
LOC101928304,43,10,35,24,25
LOC101928335,54,65,42,115,125
LOC101928336,0,1,4,4,1
LOC101928371,0,0,1,0,0
LOC101928372,0,4,2,2,1
LOC101928381,0,0,0,1,0
LOC101928386,3,2,3,10,8
LOC101928389,0,0,0,0,0
LOC101928392,0,0,0,0,1
LOC101928401,3,0,4,2,0
LOC101928402,1,4,2,7,4
LOC101928414,16,28,8,44,43
LOC101928416,41,4,58,6,16
LOC101928417,0,0,0,1,0
LOC101928424,12,8,23,17,11
LOC101928436,0,0,1,0,1
LOC101928438,10,6,12,10,27
LOC101928441,0,0,5,0,0
LOC101928446,0,2,2,1,1
LOC101928475,0,0,0,0,0
LOC101928489,38,36,43,58,204
LOC101928495,0,0,0,0,0
LOC101928516,0,0,0,0,1
LOC101928517,2,3,4,8,2
LOC101928525,9,5,9,8,4
LOC101928530,7,6,3,5,13
LOC101928532,0,0,0,0,0
LOC101928535,0,1,0,0,0
LOC101928557,2,7,3,6,6
LOC101928565,0,0,0,0,0
LOC101928590,35,26,64,88,101
LOC101928596,1,1,3,2,3
LOC101928618,0,0,1,0,0
LOC101928622,0,0,1,1,0
LOC101928626,1,0,2,1,3
LOC101928627,0,0,0,1,0
LOC101928651,58,25,41,34,45
LOC101928659,5,5,7,3,8
LOC101928661,0,0,0,0,0
LOC101928674,1,0,0,2,3
LOC101928682,4,3,2,8,6
LOC101928708,3,1,0,1,1
LOC101928721,0,0,0,0,0
LOC101928725,28,32,55,85,51
LOC101928728,8,10,7,15,15
LOC101928731,6,4,7,23,6
LOC101928733,5,9,10,3,9
LOC101928739,0,0,2,0,1
LOC101928748,0,1,2,1,0
LOC101928782,1,0,0,0,1
LOC101928797,4,3,3,5,5
LOC101928834,11,1,10,14,19
LOC101928837,1,1,4,0,2
LOC101928844,1,0,1,1,1
LOC101928847,42,31,48,46,70
LOC101928850,0,0,0,0,1
LOC101928855,14,13,21,47,26
LOC101928858,1,2,1,1,2
LOC101928881,0,0,1,2,1
LOC101928894,0,0,1,0,0
LOC101928896,0,3,0,4,3
LOC101928909,4,4,19,13,24
LOC101928924,0,1,1,0,1
LOC101928932,0,0,0,0,0
LOC101928937,6,17,5,32,13
LOC101928940,1,0,0,0,0
LOC101928952,2,6,5,5,5
LOC101928978,1,0,0,0,0
LOC101928982,7,4,5,10,8
LOC101928988,24,9,34,17,19
LOC101928994,6,4,0,3,10
LOC101929006,0,6,4,0,2
LOC101929022,0,0,0,0,0
LOC101929054,12,5,16,22,18
LOC101929058,0,0,0,0,0
LOC101929066,26,22,26,50,64
LOC101929073,0,2,0,1,1
LOC101929076,0,4,3,2,4
LOC101929089,7,14,10,17,23
LOC101929099,2,1,7,2,6
LOC101929106,0,1,0,0,2
LOC101929109,0,0,1,1,1
